processed_text,label
past mistake similar terror pretty remarkable,2
ever know change vibe ruin consider hold grudge grinning_face_with_sweat,0
user look like user heyday,1
ffs clan seriously never disheartened,3
user try go home tonight run run champ sike loser,0
americans think medium nothing government propaganda bs lie control bs rig system garbage oreilly factor,0
either look like rage bitch obnoxiously laugh something funny think middle ground,0
son friend facebook yet mope around house complain talk right son,3
user great programme tonight sad upsetting extreme world,3
remember day still not know kpop n think sad life without kpop fan,3
tremorn tremor,3
user dm follow party fail let,3
user otherwise commit crime soul sober people know good bad,2
world want peace terrorism world peace day international day peace,2
every time hear user organ kick new user break goofiest smile,1
imagine twitter fume corbyn lose election smith lead labour bad result suggest corbyn imagine,0
user like cold gloomy weather,1
boy fall make miss cheer friday night much sooooo bad bulldog l way paw_print,3
fret cool human follow become instantly cool bot,1
like keep grind boy life change year even dark sun shine somewhere,2
america find gratitude amidst sadness frustration race fear anger racism remain hopeful earth fixer,2
user user shoot black police woman typical looney toon think hillary divide chaos,0
imagine bitter bias date send threat partner like nasty even know exist,0
halloween party come soon turn ruin light fire sauce hot sauce mild sauce get sauce champagne dream scary haunt kitten,1
international day peace want peaceprepare war destroy terror state like pakistan,0
book ritee wot happond make moor angry plese man hide eval deed,0
ever put fist laptop screen time new lmao hp,1
yo gurl dm tribute winking_face_with_tongue sweat_droplet snap dm nude tribute cum tribute cock snap cum swallow,1
pleasing night lane next round bring liverpool anfield coy,1
user butter wall nightmare,3
user user shoot black police woman typical looney toon thinkinghillary divide anger chaos,0
feel horrible account today physically mentally okay sleepy_face,3
find marmite australia,1
ooooooooh god uuuugggghhhhhhhhh,0
happy birthday shorty stay fine stay breezy stay wavy user face_blowing_a_kiss,1
really hate mel sue think hilarious awful,0
user bus unreliable e ticket app unable get bus late work fume useless reply,0
user try ask cheeseburger onion mustard mcdonald hilarious,1
tired body mind sparkle tooth say follower good night apocalypse good luck pie,1
user user despondent,3
pakistan big victim terrorism nawaz sharif nreally big creator terrorism unga,0
guess sober,1
watch bachelorette au zoolander sam v rhy,1
prob spend grand total minute sober since sunday evening fresher,1
ugh asleep yet fml think low key afraid might miss something sleepless night sleepy,3
user plus point queue loo plus point nope think sexism,0
woman like girl resent look greatwe wish still look like wash,0
user user user fucing job report newsjust another bully go basketfreedom fear,0
user user yes shock islamophobic india consider many muslim live,0
fellaini play ahead guyjust let sink,3
user know go would definitely buy live texas play dfs depress,3
anyone know sim dual sim phone lock network worry,3
pity ewe lively,1
kid pool yell get foot ass shut parent kid horrible,0
user sad truth,3
happy next class cancel becausei od tired loudly_crying_face,1
user straight people even arse straight guy think mean threesome fine,0
user user offend face_with_rolling_eyes loudly_crying_face face_with_tears_of_joy,3
troyler die go die themntroy ler sadness fuckinlifeisnotafairytale,3
aidy physics questionnaidy ok go ask tristan want aggravate,0
even level rojo still manage play god damn awful mufc,1
moment day start plaster smile face depression,3
learn year one mind make diminishe fear rosa park quote motivation,2
user maybe ask study hard get job like way would dreadful,2
user user user call pessimist think therapy fix whatever wrong anthony weiner,3
stay dubai disappointed_face,3
user quite simply bad airline worstairline ever use shock ap paule dire dismal beyond joke useless,0
friend send ballon firework text amazing,1
someone set fire alarm angry middle moisturize elbow,0
month leave possess undergraduate degree feel like handle adulthood anymore job biology,0
really want take advantage uofws gym shy af,3
user please tell we protest injustice require burn beating loot terrible optic toussaint romain true leader,0
user typical shake g banana 1c almond milk 1tbsp chia protein sometimes add pb2 ice fruit,1
make buddy cry bitch wait revenge smiling_face_with_open_hands ok_hand_light_skin_tone,0
hate bakewell tart anything taste almond essence horrid gb bo,0
miami proficiency like pleasing name miami beach pikxb,1
yet another night stay smiling_face_with_smiling_eyes,1
user tell order ship sept arrive sept today neutral_face lie terrible furniture,0
user mourinho horrid,0
rip kara could see local mall school football game dishearten,3
user hi folk flight go hour late depart inv ezy864 go get refund please boil,0
user horrible person gag see people quote,0
user user user guy use type language save rage,0
user user user awe cnn bias care people money,0
probably hunger depression dissociating equal weird time anything else,3
let fear hold back want use power push towards goal fear action fear,2
user roy fiery,0
ga dot please put left turn signal williams ivan allen jr blvd absolutely ridiculous atl traffic horrible,0
teen son leave car get haircut pray storm make home safely terence crutcher,2
bet pawpaw good time rejoice heaven birthday,1
police atlanta rapper shawty lo kill fiery car crash,3
north america vs sweden exhilarating hockey ever watch grinning_face_with_sweat wow mackinonn mitt silky team na wch2016,1
lose somebody close heart lose well broken_heart lose,3
really hit flavor sparkling water rap know trip half french spanish flavor,1
val nervous breakdown floss gb bo,3
user user cheer clap assume,1
heartbeat forever stumble memory thing past longing loss shape form sadness,3
bloody hell pam calm could swear something black hairy run across carpet peril live alone,0
user turn shit home button accessibility nnwhen innovation become mind fuckery rage phonephone home,0
heart heavy lose furry family member remember max ozzie forever friend dog_face smiling_face_with_halo,3
user want achieve level optimism,2
literally eat creamy pesto pasta top grill chicken sun dry tomato asparagus pine nut every single day life,1
move day stress hope,2
serious fre sir ie ix live peckhamsouth london love gurubig,2
user look forward hope lot stetsontilte rueful look whiskey glass,1
user ceo charity could reasonably expect user attempt crudely inflame tension,0
start good day without cup tea nn tea day good day,1
mexican lady irritate fuck outta lil preschool fucking kid welfare allllat smh,0
love see man scowl face walk protein shaker clench fist immediately stop n suck dick,0
sorrow grim reminder bad video game could get bit trigger happy times rip mgs3,3
user chirp,1
nwe express deep concern suspension nuser please reactivate never violate trole user,0
user user remind twentys plenty revenge,0
well stomach cramp make spin class easy body hate digest porridge much weary_face spin sulk,3
feel like burden every day waste know get get discourage want lie around upsidedown_face,3
feel grim nail do,3
user pathetic hate nicole cute showmance could get bitter ugly cry bb michelle confounded_face,0
archangel summit user anyone brave last min long everyone else leadership fear,2
user user nhl nyc sweepstake fun watch team north america cheering team canada,1
stay jaded everyone terrible,0
someone kik montanashay n kik,0
think may,2
world drive whoever assess tenderhearte vulnerable build guard invigorate rage self defense mechanism,0
user user user user jubilant hear word probably use secret hear loud,1
drop phone sink earlierno sound everythin else worksprepare life without music put earphone,0
literally feel sg happy sam smiling_face_with_hearteyes,1
unhappy,3
user actually offend name fattening sandwich man die coronary disease likely due diet,0
user great easyn amazing nervousness turn adrenaline face_with_tears_of_joy nhad concert soloist,1
bless mourn comfort n mt,2
user please meet obviously know offer hand shake,1
user user user ever compare scrub benhe shake whole dl throw td,0
afghanistan vice president sarwar danish slams pakistan breed terrorism unga addressnuser usa,0
sorry guy absolutely idea time cam tomorrow keep post fume,0
user user waltz bashir incredible though think animate film documentary lebanon war,1
user think need experience bit madness despair stuff make we human,2
watch football match without commentary something rejoice find transmission citys match like today joyful,1
feel like drown depression fa lure worthless,3
user probably person likely completely understand gobsmacke learn true sadly,3
user user agree smiling_face_with_hearteyes awe meet beautiful powerful animal,1
go ks fill house free retitle fill house old trash repaint junk trash,0
today afghanistan tell we terrorism plan whaaaooounga,0
candice pout go take someone eye mate gb bo,0
bloody parking ticket unamused_face money_with_wing fume,0
radio tell lady gaga go country like beatle decide opera singing final album awful,0
nice see balotelli back good good player lose way bit,1
talk last week outside appearance ie dread lock affect ability work,3
focal point war lie terrorism un need address violent extremism,2
user momma bad tony soprano momma wow sad history major,3
user least willing discuss well keep insult light occasional levity creative bsing,2
user get well look shy make eye contact,3
user dreadful half mention rashford would get end couple ball pace,3
ill say black man afraid leave house move violationnn terrance crutcher truth,3
user thankyou unfailingly bring much joy life incredibly talented maker mirth,1
need stop guess go thought go relentless,2
geo capable cheer red_heart red_heart red_heart,1
user user ha right san jose ca offend right dave go walk something next time,0
joke user fume,0
act anxiety depression group user begin mon october week contact register mindfulness halifax,3
secret every industry start itsomehow people forget never give permission user,2
user user user entire team coach play coach scared jumpstreet,3
season grey anatomy premiere today season sadness,3
rooney oh dear oh dear fucking dreadful seenoevil_monkey soccer_ball soccer_ball,0
user garbage obviously like suck still grim watch,0
roommate turn sink foot avoid germ guy say roommate foot girl sorry plz help nightmare,3
obama doj destroy usathese charlotte protest act terrorism date back ferguson terrorism treat,0
user feel,0
head home cut grass heat want go eat somewhere air condition adult ing bad,0
want bad service use frontier terrible service go att anybody well go complain well business,0
top seed johnson chase double delight tour championship,1
give rise eternal home aico thing immolation succeed mother country exhilaration akt,1
boy dint know game game life death well choose know side wrath come upon we face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose,0
love look old status facebook year ago day glee many opinion,1
ask every day nam rule fear hatred rule love sacred,2
dread math sleeping_face,3
user provide customer wequipment deliver speed internet service charge scam,0
user user user user serious man practice religion church campaignin,0
user fear future mankind,3
wow need start sif prob go die,0
name john locke tell lose,0
season penny dreadful netflixwell afternoon fill,1
user alcohol sadly flare specific circumstance need careful,3
way get hold smiling_face_with_smiling_eyes depressing,3
nigga even look real family face_with_rolling_eye face_with_tears_of_joy,3
oh god outside make beat garageband little bird decide chirp along,1
user far safe staid find horribly ott time everyone seem try little hard,0
user preparednnnot far know dull reply still survivor member like say,0
user wait hear say brilliant dr hawk rich poor taste bully,0
user szn szn szn warn let szn discourage,2
find way top,2
user user lose friend,3
lol reminder exgfs birthday approach bad consider acknowledge existence affront,1
always insensitive whenever grieve idgi,3
inner conflict happen odd honor value priority inner conflict conflict value,2
inquiry allege abuse uk troop afghanistan iraq datum suggest buoyant postbrexit economy make front page,0
feel like lose good friend lose fml miss,3
blood boil,0
lol user award f bomb trophy auto dealer live user serious,1
believe user put price already know struggle pay bill change package rage,0
look wood goal think chance bad miss horrible height hit hard leveldid well hit,2
pump interview,0
user funny hurry plenty time stop threaten people,0
user think peep snap homie raised_fist_medium_skin_tone lol,1
user user inject little levity person tweet cokerape tweet obviously idiot,0
user user never say thatjust fair yous think completely okay bully someone,0
friend want go drinking know go say social anxiety run life,3
user user classic shitlib bullshit create horrible problem discuss solve pimp,0
swear guy friend scaredy cat horror movie haunt house wtf,0
really amazing money give qbs nfl texans brock terrible,0
feel like appendix purpose sad depressed depression alone lonely break sadness cry hurt cry life,3
see tshirt phrase mind dangerous place would like buy italy sell sadness,3
lil reminder private account delight shittalking occasionally nsfw stuff user,0
user literally crack see post year ago later face_with_tears_of_joy hilarious,1
user yous add year syrian conflict arm rebel army would think iraq sink kerry,0
follow instagram love tag like tfl er twee gram photo day 20likes amazing smile follow follow like like look,1
reallyjumanji 2w rock jack black kevin hartare kid wtf terrible idea horrible,0
cure anxiety intimate relationship christ john anxiety,2
user yes do people really do lie bad thing someone nightmare face_with_tears_of_joy,0
penny dreadful temporada,3
fuck boil inside go good let,0
bad user attend worth bad con last year,0
categ gen obc cost nill reservation support itsir minimize fee bright fut user,2
user cheerfully defend group unchecked armed thug show history racism violence lie,0
user user put much artefact point fury raid literally waste month life thank blizzard,0
hesitate live dream unknown fear actually exist aqeel syednnlife beautiful live purpose,2
finally tell therapist sexuality last frontier sure fear single girl problem,3
user listen yh provoke cos make cry,0
guy come train smell like mixture damp dog old sweat sewage worksgross horrid get train smelly,0
biblemotivate worryingworriedn1peter 57nthrow worry care faith leadership mind fu,2
anthony weiner distraction really go selection election syria race riot gas crisis noda pl rape,0
user user user user user exactly rabid tub thumper compare mcternan,1
staff user fr1005 ask info tell look online get pay ryanair user compensation,0
night room pollute syrinx notebook shadow move kind night away melancholy away,3
user wait,1
fuck shy try thigh,0
user sadly,3
democracy worknmob mentality mass hysteria fear monger oligarchy,0
well exhilarate know could goosebump hrs straight,1
user user offend,0
twitter picture make fume,0
main thing w 13c fill void empty bitter heart make everything want grow,2
dream drop iphone break t_t cry iphone7,3
user turn grumpy frown upsidedownnnyou something next impossible today,3
absolutely love anxiety attack halfway family meal,1
kik trade fun conversation kik youraffair kik kikme message text pic trade tradepic dm snap bore,1
annoy user bully download app eat phone memory seek alternative tripadvisor,0
house grand design forest wibbly wobbly pine plantation,3
sometimes bad place headnn quote bad enemy think much,3
world face terrorism terrorist school exist terrorist teacher father terrorist motherland,0
mine pass know inconsolable devastate,3
bad kurt literally glee,1
user part 2was buzz cheeky squashie twothis expectedsort food angry user user,0
user expac since wrath feel like proper evolution game,1
user user snapchat new would beg differ optimism,2
user unfollowe without hesitation,0
user show respect go war say anything lose friend mate war ahut,0
really want go fright f weary_face,3
health insurance cover tms let know cover ect mental health psychology depression tms ect,3
user user user user user compare akshay sir zandu balm insult akshay sir,0
user fan beat happening discourage aspire olympia musician kuow record,2
sigh get b depressing,3
get point make report charlotte loot user explore loot business symbolize,0
parent addict let wellness revenge al anon speaker,0
get angry people know stop sign francis foster road,0
user bower go drive evening horrible,3
user user user user also like incur lily wrath,0
northampton awful seenoevil_monkey,0
user issue broadband bill charge month sign airtel,0
sometimes like ride arround people shoulder drop unexpectedly vent doorjamb like big gleeful spider,1
minus hour till meet designer want model new fashion line grimacing_face face_without_mouth,1
luis ortiz duck ustinov mean fight leave user future look bright ortiz boxing,3
user trouble feign anger give look tell behave know would though,0
pay chicken user even get expressionless_face expressionless_face expressionless_face go dollar customer angry,0
point scorning fury labor nothing address long term detention need resettle asylum seeker man we nauru,0
momma irritate ask question like go face_with_steam_from_nose,0
shameful distrust friend deceive,3
fuck boy run drag route back back madden,0
user pls insult word molna,0
user literally gloomy hour,3
terror attack india mean something ominous pakistan current situation last long,0
cry fear clear pathnbut voice seem silent chase ratnam indoor expect open doorna weak wise fool,3
user user summer show raw sexuality pure mirth thank belly laugh butt sex jape,1
2day use term terrorism many address form opinion form terrorism world injustice,3
red_heart scared bee terrify,3
user android app design buggy work sporadically fire tv box shocking,0
say teufel reassign within organization next year wish soon met base coach lgm,2
user thank much gloria sweet thoughtful make day joyful love smiling_face_with_smiling_eyes two_heart,1
malaysian police arrest people suspect link terrorism include foreignersnnmalaysia,3
user even remember part grinning_face_with_sweat movie terrible scary expect well end face_with_rolling_eye,1
hmm somehow twitter feels really depress like negative todayi think miss something confused_face,3
user think girl girl fraud bully celeb eff er,0
user think disgusting man could sink lowerlike hillary depravity character bottom,0
accept flaw use user quote mental health psychology depression anxiety,2
user user usa panic attack anxiety depression much medication,3
watch amazing lively broadcast user musically,1
terror leader say jump conclusion matter racial unrest silent user,0
nawaz sharif confess pakistan support terror unganburhan wani,0
breezy breezy breezy breezy buzzinnnnnn,1
imagine celtic burst net wae every attempt nutt old dain hard way usual,3
friend lose hisher phone long mourn lose phone ask earpiece,3
user user user haha bro sadly married man weary_face weary_face,3
honestly fume,0
want speak front panic attack,0
want kill destroy want die want flint back emo scene fuck die hate red,0
people leave toilet fucking grim state,0
bridget jones baby good thing see age funny miss bridget love hilarious team mark,1
buy early entry ticket user mean fuck expect complaint email get home shocking service,0
could get line block germantown broncos lil league pop warner broncos usa football lineman,3
intrigue style boyalway sucker wild boy alarm user,1
would wish anxiety depression even bad people fun anxiety depression,3
user finally start homefront revolution story gameplay terrible waste money,0
user go back blissful ignorance fury,0
get discourage try fucking year contact lady gaga thousand tweet would see tweet,3
user contention host user nation camden empty sad,3
user user user user user fellow grad shiver shallowness argument,0
problem yes something,0
user user fight guy insult lion like seriously kind arewaste good player,0
user user oh hidden revenge angeri rememberthe timeshe rebut,0
team christine tana do provoke tweet shady shit try hard bitch beg fight,0
hey user field skibbereen give online delivery service horrible name hour late hour delivery window,0
emmerdale rob rob ron child together vile womancheating sl smh bitter,0
user would like hear podcast go refute entire article extra indignation please,0
hear time intimidate man go explode guy day pussifie,0
depression suck pensive_face,3
melancholy catacomb quickly wander rue morgue madman,3
rip biw ott think robert oukos soul rejoice rest peace call evil man evil good man good man evil man,0
user user back apology retweete tweet grammatical error bad face_screaming_in_fear,3
user much fun interview supremely talented funny dat phan comedy laughter soup,1
time impeach trump crazy mentally sick spew hatred america trouble access nuclear code thumbs_down thumbs_down,0
trump concern personal profit brand favor other trade need we people,0
shame cashback user user credit card come end use look forward end year bonus sad really cash back,3
head hurt face_with_steam_from_nose,3
user frightening thing lifennbeyond sphere reasonable doubt,0
user user user wait start get pissy,0
start depression anxiety shitsall suicide thoughtsall bad thought tht hug night,3
could follower still genuine person understand want shake sadness,3
obamas office organize action teach resistance protest civil disobedience treason lock,0
user unhappy unfulfilled face_with_tears_of_joy,3
user break snap great analysis cnbc,1
certain arrogance think fine never lose respect other,2
saiddue pass 50yr mark awhile agoi know horrific damage planet occur natural death,3
every time log website view lindsey vonn pic sadden courseness culture,3
probably watch sad bts video sad iwannacryy n halppp,3
phobia irrational fear aversion something synonyms dread horror terror dislike distaste aversion crime,0
user well do grinning_face twin charlii cadance,1
user user actually awful treat get home though,0
see larsen trap today stressed magpie never ever want see angry distressed wildlife,0
user place order nearly grand week ago call yesterday order miss call back today shocking,0
happy play tgt team think would another chance sadly rest peace dear friend,3
excuse make mistake twice live learn deal consequence unhappy truth bomb,0
god match dull wimbledon,3
someone need start listen user allstar game idea brilliant user,2
user yes animate comic book movie,1
user user face_with_tears_of_joy snowflake random funny man never dull moment brilliant,1
fuck small talk tell age start disappoint parent,0
replace loss hope hate love pain gain close window bitterness open door faith try,2
happy birthday olympic great champ user party_popper birthday_cake balloon,1
sell next batch day,1
presume richness poorness bring happiness santosh kalwar quote mental health psychology depression anxiety,3
could talk catfish tinder person_tipping_hand face_with_tears_of_joy glad use seriously rolling_on_the_floor_laughe,1
user fume kenny,0
user user awesome people miss watch fear,1
hopkinsville ky total eclipse capital world august dancing n moon dark eclipse2017 eclipse across america edgar cayce,1
user announce late hard make manchester organise day sad,3
wyoming beautiful state road sign lack thereof terrible lose,0
talk incompetent person go ear irritated point massive eye roll,0
united airline newark need kiosk people miss cut time hire people horrible,0
shy firstit usually take minute assess jaw people hang act accord woman_shrugging_medium_skin_tone,2
jeong su easy get along everybody like intimidate like remind seunghoon,1
anxious know worry face_without_mouth slowly go mad hahahahahahahahaha,1
feel intimidate,3
user oh dear tantrum,0
maybe joey ignore tinder post social medium trip hawaii frowning_face bitter,0
threaten leave girl shake wet spot,0
user user user user also wate terrorism willb history thing kashmir indias,0
user nope thank though take yrs find hubby great make life great really awesomeness,1
user bro dey burst brain bro need pls end everything rift way nd hommie davido pls bro sake love,1
bad dream sad_but_relieved_face,3
idea privacy vital could start privacy service,2
sure tequila shot family birthday meal good idea ever grim,3
user gh fine energetic dancehall act blessing disguise folded_hand prolific folded_hand,1
ugh wrong today feel absolutely dreadful downcast_face_with_sweat wonder fight something roll home time,3
waitlawrence friend drag fuck outta,0
people shady af,0
quick note insta story f expect read paragraph caption,0
user user user hatred fear many russians anything nonrussian sad,3
fucking tag picture family cut year ago,0
kid camp say inner thigh look like slinky ok_hand rolling_on_the_floor_laughe buddy stretch mark summer camp offend,0
would think book holiday would sit next bloody plane fume enraged_face user,0
build command server combine user input execute client shudder,1
shoot ever make mistake ever jump pool shark long time ago relentless resilient,2
groovy restaurant get cheeseburger fry discriminate rating yummy delicious politically correct,1
user user user guy sound astounded anyone work w trump wh ethicalmoral value seenoevil_monkey hearnoevil_monkey speaknoevil_monkey,0
add snap whoajay snap streak snapchat story friend add follow love travel photography funny,1
user thank hollywood depp climate change fanatic use private jet gas guzzle car blame outrage,0
user user cheer go user user,1
user disgust sick,0
banish sadness way somber,3
1if church attack fury inside mean church exactly need belong,0
eat end term chocolate buy well fume not deserve might dead,0
bright cold day april clock strike george orwell,1
user cowan mean slimebag would trust far could throw arsehole user,0
edinburgh fuckednthis city nightmare drive round confounded_face none way bus lane camera feckin tram idea,0
believe zain start secondary year crying_face,3
user user user user absolutely shocking behavour,0
part roof bar driver side steal grand vitara car let know really dishearten brunei,3
hit sudden wave sadness,3
user happen want watch content vote grinning_squinting_face,0
hiya everyone want please tweet pin rt help romance watt pad hurt tweet twitter thank,1
user pine love day crabbe,3
user red dread love,1
user user culture language already protectedn promote welsh well spend tourism dreadful school ed record,0
user sir need umbrella today evening sun seem strong pave way cloud worried_face,1
imagine many ksone cry right get ticket loudly_crying_face meanwhile isone even get chance go war ticket loudly_crying_face,3
remember identity christ give sting rejection christ do scar prove,2
people honk like idiot culture less indiscipline traffic india back reality nightmare,0
want sober,2
user lord understand tragedy well bring good grom comfort mourn aman,2
meet interview recognise street person_gesturing_ok even know name face_with_tears_of_joy,1
sleep past noon look window see hotel hot tub bliss,1
get free drpepper vend machine awesome,1
point tell follow people politic twitter need new friend funny depressing,3
want digital art bad dad let use ipad till exam face_with_tears_of_joy,3
today go terrible feel,0
phoenix rally deplorable insult denigrate john mccain struggle treatment glioblastoma impeach incite,0
happy birthday zanele ni hope wonderful day beating_heart user n confetti_ball party_popper balloon,1
every day always get bit sad finish lunch,3
come shortly wet dey happen satire laugh local pidgin cc user user stay tune premium talk station,1
horrid,0
feel user new feature snap map thumbs_down thumbs_up red_question_mark twitter poll poll vote poll snap chat twitter tech technology,1
wow snap astonished_face bar_chart chart_decrease down_arrow cnnmoney,1
user eduardo without injury honestly amazing like sad look right light injury,3
user cute smile,1
user user user offense jeffee look like pink demon face_with_tears_of_joy,1
wtf wonderful idea nyouve buy tweet like pretty pointless bye bye twat,0
user hi bby today okay email design firm internship nervous day,1
user make remover insect sting relief,1
user user actually annoyed get face_with_tears_of_joy,0
user think oliver north defense insulate user make user look inept nytime,0
really afraid find rather annoying amusing smiling_face_with_sunglasse winking_face_with_tongue rolling_on_the_floor_laughe face_with_tears_of_joy face_with_tears_of_joy,0
theos comment end face_with_tears_of_joy tyla horrid love island,0
user user user half set twin resent,0
let we hope ct scan give we answer lump today nervous,3
pre happy arcadian run beat people scared,1
frustration dream leave utterly fke furious plus side angry could sleep write word minus side still rage,0
wtf shawty ass face_with_steam_from_nose,0
user cnns wolf blitzer call american astronaut correct dissapointed,3
user crook joke thief bully wanker dirty rich garbo,0
user happy birthday ruth hope amazing day heart_with_arrow heart_with_arrow x,1
glad kid fuck blac youngsta nigga terrible community,0
user user awful,0
people think process alarming nasty common woman bed another women man without conscience,0
dearly beloved avenge rather give place unto wrath write vengeance mine roman 12v19,2
user ooc thing hold grudge like mad,0
enough user jar work slice toast weary_face weary_face unhappy,3
never think would say really miss todd sad_but_relieved_face,3
user waste time nothing get do use awful,0
peplamb stevenfurtick comfort mourn console mourn zion give beauty ashe oil joy,1
well party labour lie intimidation threat questionable activity yet somehow victim unbelievable,0
user user jenny white r dumb r try get lose,0
user user user horrible non gender binary boy go fangirl mediocre singer even support,0
fuck see game throne spoiler snapchat we see yet middle_finger_light_skin_tone middle_finger_light_skin_tone middle_finger_light_skin_tone middle_finger_light_skin_tone middle_finger_light_skin_tone arsehole,0
caleb nightmare zombie dream freedom,2
depressed hypo manic lonely bore friend need freind friend feel chatty want help people make friend dm mom,3
spot fed get ejaculate live bee bee angry,0
user user would thrill commit nervous whole time nsd kid cali make nervous,1
soon trailer like view grinning_squinting_face,1
user user user look fab today pleasing artistic eye girl power tuesday,1
know user cow day thing end show min late look like cow sandwich sadness grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat,3
user burn damn,0
depress today bitter sweet watch kid go back school make really miss baby broke back school,3
leviticus 1914nyou shall curse deaf put stumble block blind shall fear god,2
think fergie music milf seriously mother someday milf lmao empowerment adorable,1
united fan boy cover eye horror,0
teacher attempt teach without inspire pupil desire learn hammer cold iron horace mann,2
mom work discount riot f ticket day sadden,3
user get rudely interrupt bad thing ever imaginable ugggg irritated,0
user remember spread hatred fake news internet abuse htag10 spread arab nationalism,0
duane allman die learn appreciate stevie ray vaughan true story blue legend,2
people dread snapchat streak cos death threat send save,0
user happy birthday beautiful kylie smiling_face_with_open_hand kissing_face_with_smiling_eyes red_heart wrapped_gift birthday_cake clinking_glasse,1
next time go lago gate crash somebody owambe dressed lace gele eat amala shake waist expressionless_face,1
fuck nigga feeling till find nigga feel grinning_squinting_face,1
light notengg nkaissery total man rate jubilee lose vote worried_face,3
hey buddy come feed venus flytrap sue s1e13 glee,1
ash weird laughter,1
terrorist give funeral kashmir per religion 1000 come terror religion religion peace,0
oh user hast thou do thy configuration despair,3
user user piece crap,0
count queensland state origin broncos maroon blue nsw blue qld,1
since last episode fight way air tonight taekook probably watch together think jk might take revenge,0
user way watch nyc dollar list filter user episode primadonna duck face tantrum,0
user user lmao lack self awareness last tweet genuinely awe inspire,2
understand womans wrath real rise black_heart,0
user plan september smiling_face_with_smiling_eyes,1
wow include playlist awesome,1
user proverb 813nthe fear lord hate evil pride arrogance evil way perverse mouth,0
irritated neutral_face,0
except eclipse make believe omniscience force dissapointe,3
user love next time dumping get olivia dreadful good chris,0
fucking fuming understatement,0
make dark darker shine light jesus darkn jesus light shine,2
marker teacheri look n burst laugh swear kid never take seriously woman_facepalming_light_skin_tone,1
need help guy smiling_face_with_smiling_eyes survey friend,1
user page full make valid question probably prefer smash dash,0
user user user user user would fume hijack move relegate full back enraged_face,0
user user know sentence start look like high school punk would start threat,0
happy birthday panderific panda ikuser hope amazing day oli love much red_heart vid make grinning_face_with_big_eyes,1
look upon mine affliction pain forgive sin ps,3
know go next life thinking_face lose,3
user presidential run bad appearance baywatch neither party need fear run never get back crap,0
work go kill clock nowhere near worried_face,3
nigga write talk bout dream cool hope haunt nightmare,1
good morning tuesday crap today please grinning_face_with_big_eye tantrum toddler cuddly struggle pm,2
people always afraid stodgy square would kill rock roll legitimate threat ever child chorus,0
ha ha love flat description marlie packer default set combat mode face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy brilliant nuser user wrwc2017,1
literally love paul much bb19 piss face_with_tears_of_joy,0
sit back watch listen every user user member quickly learn victimhood racism hatred wake,0
new favourite film shadow doubt ok ja beautifull funny sad emotional real netflix must watch,1
user conte furious board want quit,0
okay seriously know whole twitter thing work lose,3
retweet dumb fox shit original tweet blatant lie scrotus morningnada wretched offspring rolling_on_the_floor_laughe,0
afraid scare funk think image mans army,0
user wrong want believe hm haha upsidedown_face,1
alright alex party boy neighbor blast music,1
beware wrath angry frustrated agile grandma network old_woman_mediumlight_skin_tone enraged_face sayin object lesson,0
drop birth control floor find blend carpet upsidedown_face joy,1
hmmlook like user available respond like wait doomsday reply burn question answer,0
annoy name annoy everything annoy upsidedown_face,0
send love prayer family user marine lose c130 crash mississippi may lord help abate grief sorrow,3
sleepy lotion user smell like bouquet lavender bunch toast marshmallow love child delicious,1
go start define art black music relationship literary tradition across culture mix2017,2
user hahaha get forward want find source teach rolling_on_the_floor_laughe,1
people would exist humanity life ignorance nature mother nature sad disappointment smh personal opinion view animal,3
realize may worry go long fear make new life sewer,2
let fear lose great excitement win robert kiyosakinnalloutdenimfor kissmarc,2
user yes happen welding shield get hand view,2
flight delay numerous time provide snack cart horrific,0
interesting briefing evening learn shape housing policy epsomewell upto user cllrs absent,2
user sad upset know,3
lose without mom crying_face plus tired sick full cold another day paradise upset unwell miss mommy bear sparkling_heart sparkling_heart,3
user user literally awe,1
get intruder alarm go lolz pt set seenoevil_monkey,1
user miserable piece shit enraged_face,0
makeup go salenbut get fund heartbreake,3
know fear clog toilet work find plunger horrify bathroom world problem,0
guess stay incase someone call never like know already mistake make,3
definitely something happen today solar eclipse weird annoyed,0
user dsm show sadness,3
get home horrible mood mom piss moment step foot house really almost go,0
berger king get away sell absolute pile_of_poo many year terrible,0
click download pc message say thank download itune nso download frustrate,0
user sadly digitak seem stock europe know european online store,3
revenge marathon begin high_voltage,0
tonight run restless,3
user know seem annoy grinning_face_with_smiling_eyes,0
halfway make love user utterly brilliant reading laugh loud,1
user new studio kit would terrify press wrong button launch something dangerous smiling_face_with_smiling_eyes,1
user feel shy call friend sister blue_heart blue_heart,1
user user get time user buyer seller go panic,3
user send fr jaygerrr smoke madden come face_with_tears_of_joy call_me_hand,0
user silencecomplicity obviously problem russian interference sad russian hack treason,3
user user word bad moist opinion scrape ugh shudder,3
frowning_face,3
coulda swear interview vampire hmmmmandela effect anyone ninterview vampire anne rice book horror love vamp,1
oh god grateful education back school day back hurt exhausted break already smiling_face_with_hearteye,1
think life morning something miss feel restless,3
